,fullname,team,birthdate,country,height,weight,rider_url
2019,Robin Meyer,noteam,1996-03-22,France,0.0,0.0,robin-meyer
2020,Julien Trarieux,Delko Marseille Provence,1992-08-19,France,0.0,0.0,julien-trarieux
2021,David Rivière,Vital Concept - B&B Hotels,1995-01-11,France,1.83,63.0,david-riviere
2022,Aritz Bagües,Euskadi Basque Country - Murias,1989-08-19,Spain,1.77,67.0,aritz-bagues
2023,Ander Barrenetxea,Euskadi Basque Country - Murias,1992-03-29,Spain,1.86,71.0,ander-barrenetxea
2024,Cyril Barthe,Euskadi Basque Country - Murias,1996-02-14,France,1.84,69.0,cyril-barthe
2025,Mikel Bizkarra,Euskadi Basque Country - Murias,1989-08-21,Spain,1.65,53.0,mikel-bizkarra
2026,Aitor González Prieto,noteam,1990-11-05,Spain,1.8,69.0,aitor-gonzalez-prieto
2027,Julen Irizar,Euskadi Basque Country - Murias,1995-03-26,Spain,1.78,67.0,julen-irizar
2028,Mikel Iturria,Euskadi Basque Country - Murias,1992-03-16,Spain,1.85,67.0,mikel-iturria
2029,Óscar Rodríguez,Euskadi Basque Country - Murias,1995-05-06,Spain,1.79,63.0,oscar-rodriguez
2030,Sergio Rodríguez,Euskadi Basque Country - Murias,1992-02-22,Spain,1.8,70.0,sergio-rodriguez
2031,Sergio Samitier,Euskadi Basque Country - Murias,1995-08-31,Spain,1.81,63.0,sergio-samitier
2032,Beñat Txoperena,noteam,1991-12-08,Spain,1.8,67.0,benat-txoperena
2033,Gotzon Udondo,Euskadi Basque Country - Murias,1993-12-01,Spain,1.79,69.0,gotzon-udondo
2034,Vladislav Kulikov,Gazprom-RusVelo,1996-07-08,Russia,0.0,0.0,vladislav-kulikov
2035,Alexandr Kulikovskiy,Gazprom-RusVelo,1997-01-02,Russia,0.0,0.0,alexandr-kulikovskiy
2036,Denis Nekrasov,Gazprom-RusVelo,1997-02-19,Russia,0.0,0.0,denis-nekrasov
2037,Sergey Shilov,Gazprom-RusVelo,1988-02-06,Russia,0.0,0.0,sergey-shilov
2038,Aleksandr Vlasov,Gazprom-RusVelo,1996-04-23,Russia,1.86,68.0,aleksandr-vlasov
2039,João Almeida,Hagens Berman Axeon,1998-08-05,Portugal,1.78,0.0,joao-almeida
2040,Edward Anderson,Hagens Berman Axeon,1998-04-18,United States,1.88,0.0,edward-anderson
2041,Will Barta,CCC Team,1996-01-04,United States,1.75,61.0,william-barta
2042,Sean Bennett,EF Education First,1996-03-31,United States,1.78,66.0,sean-bennett
2043,Mikkel Bjerg,Hagens Berman Axeon,1998-11-03,Denmark,1.91,0.0,mikkel-bjerg
2044,Christopher Blevins,noteam,1998-03-14,United States,0.0,0.0,christopher-blevins
2045,Jonny Brown,Hagens Berman Axeon,1997-04-20,United States,1.78,0.0,jonathan-brown
2046,Cole Davis,Hagens Berman Axeon,1999-06-11,United States,1.78,0.0,cole-davis
2047,Ian Garrison,Hagens Berman Axeon,1998-04-14,United States,1.93,0.0,ian-garrison
2048,Zeke Mostov,Hagens Berman Axeon,1996-07-30,United States,1.75,0.0,zeke-mostov
2049,Ivo Oliveira,UAE-Team Emirates,1996-09-05,Portugal,1.85,68.0,ivo-emanuel-alves
2050,Rui Oliveira,UAE-Team Emirates,1996-09-05,Portugal,1.83,66.0,rui-oliveira
2051,Jasper Philipsen,UAE-Team Emirates,1998-03-02,Belgium,1.76,69.0,jasper-philipsen
2052,Thomas Revard,Hagens Berman Axeon,1997-10-20,United States,1.9,0.0,thomas-revard
2053,Michael Rice,Hagens Berman Axeon,1996-01-25,Australia,1.78,0.0,michael-rice
2054,Maikel Zijlaard,Hagens Berman Axeon,1999-06-01,Netherlands,1.84,0.0,maikel-zijlaard
2055,Miguel Bryon,Arapahoe - Hincapie p/b BMC,1995-01-10,United States,0.0,0.0,miguel-bryon
2056,Nicolai Brøchner,Riwal Readynez Cycling Team,1993-07-04,Denmark,0.0,0.0,nicolai-brochner
2057,Evan Bybee,noteam,1989-03-13,United States,0.0,0.0,evan-bybee
2058,Rubén Companioni,noteam,1990-05-18,Cuba,0.0,0.0,ruben-companioni
2059,Andrew Dahlheim,Arapahoe - Hincapie p/b BMC,1988-06-09,United States,0.0,0.0,andrew-dahlheim
2060,Andžs Flaksis,Arapahoe - Hincapie p/b BMC,1991-03-18,Latvia,0.0,0.0,andzs-flaksis
2061,Bryan Gómez,noteam,1994-11-19,Colombia,0.0,0.0,bryan-gomez
2062,Grant Koontz,noteam,1994-01-28,United States,0.0,0.0,grant-koontz
2063,Andrei Krasilnikau,noteam,1989-04-25,Belarus,0.0,0.0,andrei-krasilnikau
2064,Joe Lewis,noteam,1989-01-13,Australia,0.0,0.0,joe-lewis
2065,Brendan Rhim,Arapahoe - Hincapie p/b BMC,1995-12-19,United States,0.0,0.0,brendan-rhim
2066,Brayan Sánchez,Orgullo Paisa,1994-06-03,Colombia,0.0,0.0,brayan-sanchez
2067,Morgan Schmitt,noteam,1985-01-03,United States,0.0,0.0,morgan-schmitt
2068,Matteo Badilatti,Israel Cycling Academy,1992-07-30,Switzerland,1.78,62.0,matteo-badilatti
2069,Clément Carisey,Israel Cycling Academy,1992-03-23,France,1.86,75.0,clement-carisey
2070,Awet Gebremedhin,Israel Cycling Academy,1992-02-05,Sweden,1.76,58.5,awet-gebremedhin-andemeskel
2071,Omer Goldstein,Israel Cycling Academy,1996-08-13,Israel,1.74,61.0,omer-goldstein
2072,August Jensen,Israel Cycling Academy,1991-08-29,Norway,1.76,67.0,august-jensen
2073,Jordan Parra,noteam,1994-04-19,Colombia,0.0,0.0,jordan-parra
2074,Leonardo Bonifazio,Sangemini - Trevigiani - MG.Kvis  ,1991-03-20,Italy,0.0,0.0,leonardo-bonifazio
2075,Imerio Cima,Nippo Vini Fantini Faizanè,1997-10-29,Italy,0.0,0.0,imerio-cima
2076,Sho Hatsuyama,Nippo Vini Fantini Faizanè,1988-08-17,Japan,0.0,0.0,sho-hatsuyama
2077,Hayato Okamoto,Aisan Racing Team,1995-06-01,Japan,0.0,0.0,hayato-okamoto
2078,Miguel Ángel Reyes,EPM,1992-05-26,Colombia,0.0,0.0,miguel-reyes
2079,Marco Tizza,Amore & Vita - Prodir,1992-02-06,Italy,1.73,58.0,marco-tizza
2080,Hayato Yoshida,Nippo Vini Fantini Faizanè,1989-05-19,Japan,0.0,0.0,hayato-yoshida
2081,Filippo Zaccanti,Nippo Vini Fantini Faizanè,1995-09-12,Italy,0.0,0.0,filippo-zaccanti
2082,Jesse Anthony,noteam,1985-06-12,United States,0.0,0.0,jesse-anthony
2083,Rob Britton,Rally UHC Cycling,1984-09-22,Canada,0.0,0.0,rob-britton
2084,Robin Carpenter,Rally UHC Cycling,1992-06-20,United States,0.0,0.0,robin-carpenter
2085,Matteo Dal-Cin,Rally UHC Cycling,1991-01-14,Canada,0.0,0.0,matteo-dal-cin
2086,Adam de Vos,Rally UHC Cycling,1993-10-21,Canada,0.0,0.0,adam-de-vos
2087,Nigel Ellsay,Rally UHC Cycling,1994-04-30,Canada,0.0,0.0,nigel-ellsay
2088,Charles Bradley Huff,noteam,1979-02-05,United States,0.0,0.0,charles-bradley-huff
2089,Colin Joyce,Rally UHC Cycling,1994-08-06,United States,0.0,0.0,colin-joyce
2090,Brandon McNulty,Rally UHC Cycling,1998-04-02,United States,1.83,69.0,brandon-mcnulty
2091,Emerson Oronte,Rally UHC Cycling,1990-01-29,United States,0.0,0.0,emerson-oronte
2092,Eric Young,Elevate - KHS Pro Cycling,1989-02-26,United States,0.0,0.0,eric-young
2093,Robbert de Greef,noteam,1991-08-27,Netherlands,1.79,65.0,robbert-de-greef
2094,Kevin Inkelaar,Equipe continentale Groupama-FDJ,1997-07-08,Netherlands,1.81,64.0,kevin-inkelaar
2095,Jan-Willem van Schip,Roompot - Charles,1994-08-20,Netherlands,1.94,84.0,jan-willem-van-schip
2096,Robbe Ghys,Sport Vlaanderen - Baloise,1997-01-11,Belgium,1.82,72.0,robbe-ghys
2097,Milan Menten,Sport Vlaanderen - Baloise,1996-10-31,Belgium,1.74,68.0,milan-menten
2098,Aaron Verwilst,Sport Vlaanderen - Baloise,1997-05-02,Belgium,1.82,68.0,aaron-verwilst
2099,Jordi Warlop,Sport Vlaanderen - Baloise,1996-06-04,Belgium,0.0,0.0,jordi-warlop
2100,Sasha Weemaes,Sport Vlaanderen - Baloise,1998-02-09,Belgium,1.77,73.0,sasha-weemaes
2101,Romain Le Roux,Team Arkéa Samsic,1992-07-03,France,0.0,0.0,romain-le-roux
2102,Florentin Lecamus-Lambert,Team Arkéa Samsic,1999-05-13,France,0.0,0.0,florentin-lecamus-lambert
2103,Oliver Behringer,Team Novo Nordisk,1996-03-20,Switzerland,1.74,0.0,oliver-behringer
2104,Declan Irvine,Team Novo Nordisk,1999-03-11,Australia,1.78,0.0,declan-irvine
2105,Emanuel Mini,Team Novo Nordisk,1986-06-14,Argentina,1.8,0.0,emanuel-mini
2106,Eric Marcotte,noteam,1980-02-08,United States,0.0,0.0,eric-marcotte
2107,Hugo Velázquez,noteam,1992-07-16,Argentina,0.0,0.0,hugo-angel-velazquez
2108,Luuc Bugter,BEAT Cycling Club ,1993-07-10,Netherlands,1.89,81.0,luuc-bugter
2109,Gil D'heygere,noteam,1998-03-30,Belgium,1.84,76.0,gil-d-heygere
2110,Mathias De Witte,Roompot - Charles,1993-03-29,Belgium,1.78,61.0,mathias-de-witte
2111,Guillaume Seye,BEAT Cycling Club ,1996-11-28,Belgium,1.88,77.0,guillaume-seye
2112,Maxime Chevalier,Vital Concept - B&B Hotels,1999-05-16,France,0.0,60.0,maxime-chevalier
2113,Corentin Ermenault,Vital Concept - B&B Hotels,1996-01-27,France,1.88,75.0,corentin-ermenault
2114,Adrien Garel,Vital Concept - B&B Hotels,1996-03-12,France,1.87,76.0,adrien-garel
2115,Jérémy Lecroq,Vital Concept - B&B Hotels,1995-04-07,France,1.85,75.0,jeremy-lecroq
2116,Gaëtan Lemoine,noteam,1995-03-18,France,0.0,0.0,gaetan-lemoine
2117,Alfdan De Decker,Wanty - Gobert Cycling Team,1996-09-09,Belgium,0.0,0.0,alfdan-de-decker
2118,Pierre Goebeert,noteam,1997-01-28,Belgium,0.0,0.0,pierre-goebeert
2119,Franklin Six,Wallonie-Bruxelles,1996-12-29,Belgium,1.9,72.0,franklin-six
2120,Tom Wirtgen,Wallonie-Bruxelles,1996-03-04,Luxembourg,1.91,77.0,tom-wirtgen
2121,Simone Bevilacqua,Neri Sottoli - Selle Italia - KTM,1997-02-22,Italy,0.0,0.0,simone-bevilacqua
2122,Moreno Marchetti,noteam,1998-04-27,Italy,0.0,0.0,moreno-marchetti
2123,Maxence Moncassin,noteam,1997-01-26,France,0.0,0.0,maxence-moncassin
2124,Nicholas Rinaldi,Iseo Serrature - Rime - Carnovali,1997-01-07,Italy,1.77,65.0,nicholas-rinaldi
2125,Massimo Rosa,Neri Sottoli - Selle Italia - KTM,1995-12-09,Italy,0.0,0.0,massimo-rosa
2126,Sebastian Schönberger,Neri Sottoli - Selle Italia - KTM,1994-05-14,Austria,0.0,0.0,sebastian-schonberger
2127,Jaakko Hänninen,AG2R La Mondiale,1997-04-16,Finland,1.77,59.0,jaakko-hanninen
2128,Matteo Jorgenson,AG2R La Mondiale,1999-07-01,United States,0.0,0.0,matteo-jorgenson
2129,Anthony Jullien,AG2R La Mondiale,1998-03-05,France,1.78,72.0,anthony-jullien
2130,Yuriy Natarov,Astana Pro Team,1996-12-28,Kazakhstan,1.86,68.0,yuriy-natarov
2131,Vadim Pronskiy,Vino - Astana Motors,1998-06-04,Kazakhstan,0.0,0.0,vadim-pronskiy
2132,Alfred Wright,CCC Team,1999-06-13,Great Britain,0.0,0.0,alfred-wright
2133,Georg Zimmermann,Tirol KTM Cycling Team,1997-10-11,Germany,0.0,0.0,georg-zimmermann
2134,Remco Evenepoel,Deceuninck - Quick Step,2000-01-25,Belgium,1.71,61.0,remco-evenepoel
2135,Samuel Gaze,Deceuninck - Quick Step,1995-12-12,New Zealand,0.0,0.0,samuel-gaze
2136,Jannik Steimle,Team Vorarlberg Santic,1996-04-04,Germany,1.77,65.0,jannik-steimle
2137,Jonathan Klever Caicedo,EF Education First,1993-04-28,Ecuador,1.64,62.0,jonathan-klever-caicedo
2138,Luis Villalobos,EF Education First,1998-06-26,Mexico,1.8,66.0,luis-villalobos-hernandez
2139,Matthew Walls,EF Education First,1998-04-20,Great Britain,0.0,0.0,matthew-walls
2140,Žiga Jerman,Equipe continentale Groupama-FDJ,1998-06-26,Slovenia,1.78,68.0,ziga-jerman
2141,Matis Louvel,Groupama - FDJ,1999-07-19,France,0.0,0.0,matis-louvel
2142,Carl Fredrik Hagen,Lotto Soudal,1991-09-26,Norway,1.8,65.0,fredrik-hagen-carl
2143,Rasmus Iversen,Lotto Soudal,1997-09-16,Denmark,0.0,0.0,rasmus-byriel-iversen
2144,Edoardo Affini,Mitchelton-Scott,1996-06-24,Italy,1.92,67.0,edoardo-affini
2145,James Fouché,Team Wiggins Le Col,1998-03-28,New Zealand,1.81,71.0,james-fouche
2146,Kaden Groves,Mitchelton-Scott,1998-12-23,Australia,1.76,76.0,kaden-groves
2147,Callum Scotson,Mitchelton-Scott,1996-08-10,Australia,1.84,77.0,callum-scotson
2148,Stefan de Bod,Team Dimension Data,1996-11-17,South Africa,0.0,0.0,stefan-de-bod
2149,Alexander Konychev,Dimension Data for Qhubeka,1998-07-25,Italy,0.0,0.0,alexander-konychev
2150,Gino Mäder,Team Dimension Data,1997-01-04,Switzerland,0.0,0.0,gino-mader
2151,Rasmus Tiller,Team Dimension Data,1996-07-28,Norway,0.0,0.0,rasmus-tiller
2152,Stef Krul,Metec - TKH Continental Cyclingteam p/b Mantel,1995-07-15,Netherlands,1.86,68.0,stef-krul
2153,Jonas Vingegaard,Team Jumbo-Visma,1996-12-10,Denmark,0.0,0.0,jonas-vingegaard-rasmussen
2154,Dylan Bouwmans,Metec - TKH Continental Cyclingteam p/b Mantel,1997-01-16,Netherlands,0.0,0.0,dylan-boumans
2155,Juri Hollmann,Heizomat Rad-Net,1999-08-30,Germany,1.85,70.0,juri-hollmann
2156,Harry Tanfield,Team Katusha Alpecin,1994-11-17,Great Britain,1.9,79.5,harry-tanfield
2157,Marc Hirschi,Team Sunweb,1998-08-24,Switzerland,1.74,61.0,marc-hirschi
2158,Marten Kooistra,SEG Racing Academy,1997-10-18,Netherlands,1.83,74.0,marten-kooistra
2159,Joris Nieuwenhuis,Team Sunweb,1996-02-11,Netherlands,0.0,0.0,joris-nieuwenhuis
2160,Martin Salmon,Development Team Sunweb,1997-10-29,Germany,0.0,0.0,martin-salmon
2161,Florian Stork,Team Sunweb,1997-04-27,Germany,0.0,0.0,florian-stork
2162,Nicolas Debeaumarché,Trek - Segafredo,1998-02-24,France,0.0,0.0,nicolas-debeaumarche
2163,Juan Pedro Lopez,Kometa Cycling Team,1997-07-31,Spain,1.7,60.0,juan-pedro-lopez
2164,Charlie Quarterman,Trek - Segafredo,1998-09-06,Great Britain,0.0,0.0,charlie-quarterman
2165,Matthew Beers,UAE-Team Emirates,1994-01-10,South Africa,0.0,0.0,matthew-beers
2166,Nicolas Dalla Valle,Tirol KTM Cycling Team,1997-09-13,Italy,0.0,73.0,nicolas-dalla-valle
2167,Cristian Camilo Muñoz,UAE-Team Emirates,1996-03-20,Colombia,1.79,63.0,cristian-munoz
2168,Tadej Pogačar,UAE-Team Emirates,1998-09-21,Slovenia,1.76,66.0,tadej-pogacar
2169,Mattia Bais,Cycling Team Friuli,1996-10-19,Italy,0.0,64.0,mattia-bais
2170,Leonardo Fedrigo,noteam,1996-07-21,Italy,1.9,76.0,leonardo-fedrigo
2171,Daniel Muñoz,Androni Giocattoli - Sidermec,1996-11-21,Colombia,1.74,57.0,daniel-munoz
2172,Simone Ravanelli,Biesse Carrera,1995-07-04,Italy,0.0,0.0,simone-ravanelli
2173,Josip Rumac,Androni Giocattoli - Sidermec,1994-10-26,Croatia,1.82,69.0,josip-rumac
2174,Nicola Venchiarutti,Cycling Team Friuli,1998-10-07,Italy,0.0,0.0,nicola-venchiarutti
2175,Luca Covili,Bardiani - CSF,1997-02-10,Italy,0.0,0.0,luca-covili
2176,Alessandro Pessot,Bardiani - CSF,1995-07-01,Italy,0.0,0.0,alessandro-pessot
2177,Matthew Gibson,Burgos-BH,1996-09-02,Great Britain,0.0,0.0,gibson-matthew
2178,Manuel Peñalver,Burgos-BH,1998-12-10,Spain,1.78,66.0,manuel-penalver
2179,Jaume Sureda,Burgos-BH,1996-07-25,Spain,0.0,0.0,jaume-sureda
2180,Xavier Cañellas,Caja Rural - Seguros RGA,1997-03-16,Spain,1.75,66.0,sanchez-canellas
2181,Jefferson Alveiro Cepeda,Caja Rural - Seguros RGA,1996-03-02,Ecuador,0.0,0.0,jefferson-cepeda-hernandez
2182,David González,Caja Rural - Seguros RGA,1996-02-21,Spain,1.79,68.0,david-gonzalez-lopez
2183,Oier Lazkano,Caja Rural - Seguros RGA,1999-11-07,Spain,1.89,74.0,oier-lazkano
2184,Sergio Roman MartÍn,Caja Rural - Seguros RGA,1996-12-13,Spain,1.82,69.0,sergio-martin
2185,Sebastián Mora,Caja Rural - Seguros RGA,1988-02-19,Spain,1.81,70.0,sebastian-mora-vedri
2186,Joel Nicolau,Caja Rural - Seguros RGA,1997-12-23,Spain,1.76,76.0,joel-nicolau
2187,Eusebio Pascual,Caja Rural - Seguros RGA,1995-05-18,Spain,1.82,66.0,eusebio-pascual
2188,Eddy Finé,"Cofidis, Solutions Crédits",1997-11-20,France,1.8,70.0,eddy-fine
2189,Pit Leyder,Leopard Pro Cycling ,1997-01-11,Luxembourg,0.0,0.0,pit-leyder
2190,Damien Touze,"Cofidis, Solutions Crédits",1996-07-07,France,0.0,0.0,damien-touze
2191,Attilio Viviani,"Cofidis, Solutions Crédits",1996-10-18,Italy,0.0,0.0,attilio-viviani
2192,Antoine Benoist,Corendon - Circus,1999-08-06,France,0.0,0.0,antoine-benoist
2193,Brent Cle,Corendon - Circus,1995-10-23,Belgium,0.0,0.0,brent-cle
2194,Petter Fagerhaug,Corendon - Circus,1997-09-29,Norway,0.0,0.0,petter-fagerhaug
2195,Jimmy Janssens,Corendon - Circus,1989-05-30,Belgium,1.83,70.0,jimmy-janssens
2196,Tom Meeusen,Corendon - Circus,1988-11-07,Belgium,1.76,62.0,tom-meeusen
2197,Marcel Meisen,Corendon - Circus,1989-01-08,Germany,0.0,0.0,marcel-meisen
2198,Loris Rouiller,Corendon - Circus,2000-02-21,Switzerland,0.0,0.0,loris-rouiller
2199,Mathieu van der Poel,Corendon - Circus,1995-01-19,Netherlands,1.84,75.0,mathieu-van-der-poel
2200,David van der Poel,Corendon - Circus,1992-06-15,Netherlands,1.78,0.0,david-van-der-poel
2201,Maarten van Trijp,Corendon - Circus,1993-10-06,Netherlands,1.87,0.0,maarten-van-trijp
2202,Gianni Vermeersch,Corendon - Circus,1992-11-19,Belgium,1.73,65.0,gianni-vermeersch
2203,Philipp Walsleben,Corendon - Circus,1987-11-19,Germany,1.76,66.0,philipp-walsleben
2204,Simon Carr,Delko Marseille Provence,1998-08-29,Great Britain,0.0,0.0,simon-carr
2205,Alexandre Delettre,Delko Marseille Provence,1997-10-25,France,1.71,62.0,alexandre-delettre
2206,Mickaël Guichard,Delko Marseille Provence,1993-08-29,France,0.0,0.0,mickael-guichard
2207,Urko Berrade,Euskadi Basque Country - Murias,1997-11-28,Spain,1.84,68.0,urko-berrade-fernandez
2208,Mario González,Euskadi Basque Country - Murias,1992-06-06,Spain,1.82,65.0,mario-gonzalez-salas
2209,Juan Antonio López-Cózar,Euskadi Basque Country - Murias,1994-08-20,Spain,0.0,0.0,juan-antonio-lopez-cozar-jaimez
2210,José Daniel Viejo,Euskadi Basque Country - Murias,1997-12-08,Spain,1.79,75.0,jose-daniel-viejo
2211,Marco Landi,Gazprom-RusVelo,1996-11-25,Italy,0.0,0.0,marco-landi
2212,Anton Popov,Gazprom-RusVelo,1999-01-30,Russia,0.0,0.0,anton-popov-aleksandrovich
2213,Petr Rikunov,Gazprom-RusVelo,1997-02-24,Russia,0.0,0.0,petr-rikunov
2214,Anton Vtiurin,Gazprom-RusVelo,2000-12-26,Russia,0.0,0.0,anton-vtiurin
2215,Andre Carvalho,Hagens Berman Axeon,1997-10-31,Portugal,0.0,0.0,andre-carvalho
2216,Jakob Egholm,Hagens Berman Axeon,1998-04-27,Denmark,0.0,0.0,jakob-egholm
2217,Liam Holowesko,Hagens Berman Axeon,2000-09-01,Bahamas,0.0,0.0,liam-holowesko
2218,Sean Quinn,Hagens Berman Axeon,2000-05-10,United States,0.0,0.0,sean-quinn
2219,Karel Vacek,Hagens Berman Axeon,2000-09-09,Czech Republic,0.0,60.0,karel-vacek
2220,Kevin Vermaerke,Hagens Berman Axeon,2000-10-16,United States,1.79,67.0,kevin-vermaerke
2221,Yuval Ben Moshe,Israel Cycling Academy,1999-04-06,Israel,0.0,0.0,yuval-ben-moshe
2222,Alexis Renard,Israel Cycling Academy,1999-06-01,France,0.0,0.0,alexis-renard
2223,Andrea Bartolozzi,Neri Sottoli - Selle Italia - KTM,1999-05-03,Italy,0.0,0.0,andrea-bartolozzi
2224,Mattia Bevilacqua,Neri Sottoli - Selle Italia - KTM,1998-06-17,Italy,0.0,0.0,mattia-bevilacqua
2225,Davide Gabburo,Neri Sottoli - Selle Italia - KTM,1993-04-01,Italy,0.0,0.0,davide-gabburo
2226,Roberto Carlos González,Neri Sottoli - Selle Italia - KTM,1994-05-21,Panama,0.0,0.0,roberto-gonzalez
2227,Alessandro Iacchi,Neri Sottoli - Selle Italia - KTM,1999-05-26,Italy,1.7,59.0,alessandro-iacchi
2228,Umberto Marengo,Neri Sottoli - Selle Italia - KTM,1992-07-21,Italy,1.78,65.0,umberto-marengo
2229,Ruben Dario Acosta,Nippo Vini Fantini Faizanè,1996-08-20,Colombia,0.0,0.0,ruben-mario-acosta
2230,Filippo Fiorelli,Nippo Vini Fantini Faizanè,1994-11-19,Italy,0.0,0.0,filippo-fiorelli
2231,Masahiro Ishigami,Nippo Vini Fantini Faizanè,1997-10-20,Japan,0.0,0.0,masahiro-ishigami
2232,Keigo Kusaba,Aisan Racing Team,1996-09-08,Japan,0.0,0.0,keigo-kusaba
2233,Giovanni Lonardi,Nippo Vini Fantini Faizanè,1996-11-09,Italy,0.0,0.0,giovanni-lonardi
2234,Alejandro Osorio,Nippo Vini Fantini Faizanè,1998-05-28,Colombia,1.81,62.0,alejandro-osorio-carbajal
2235,Pier-André Coté,Rally UHC Cycling,1997-04-24,Canada,0.0,0.0,pier-andre-cote
2236,Lucas Eriksson,Riwal Readynez Cycling Team,1996-04-10,Sweden,0.0,0.0,lucas-eriksson
2237,Krister Hagen,noteam,1989-01-12,Norway,0.0,0.0,krister-hagen
2238,Tobias Kongstad,Riwal Readynez Cycling Team,1996-09-14,Denmark,0.0,0.0,tobias-kongstad
2239,Andreas Kron,Riwal Readynez Cycling Team,1998-06-01,Denmark,0.0,0.0,andreas-kron
2240,Mathias Norsgaard Jørgensen,Riwal Readynez Cycling Team,1997-05-05,Denmark,2.0,82.0,mathias-norsgaard
2241,Andreas Stokbro,Riwal Readynez Cycling Team,1997-04-08,Denmark,1.83,70.0,andreas-stokbro
2242,Torkil Veyhe,Riwal Readynez Cycling Team,1990-01-09,Denmark,0.0,0.0,torkil-veyhe
2243,Emil Vinjebo,Riwal Readynez Cycling Team,1994-03-24,Denmark,0.0,0.0,emil-vinjebo
2244,Rasmus Bøgh Wallin,Riwal Readynez Cycling Team,1996-01-02,Denmark,0.0,0.0,rasmus-bogh-wallin
2245,Justin Timmermans,Roompot - Charles,1996-09-25,Netherlands,0.0,0.0,justin-timmermans
2246,Aaron Van Poucke,Sport Vlaanderen - Baloise,1998-04-04,Belgium,1.77,68.0,aaron-van-poucke
2247,Thimo Willems,Sport Vlaanderen - Baloise,1996-02-09,Belgium,1.75,67.0,thimo-willems
2248,Maxime Jarnet,Team Arkéa Samsic,1998-09-06,France,0.0,0.0,maxime-jarnet
2249,Péter Kusztor,Team Novo Nordisk,1984-12-27,Hungary,1.79,0.0,peter-kusztor
2250,Samuel Munday,Team Novo Nordisk,1998-03-04,Australia,1.69,0.0,samuel-munday
2251,Ulugbek Saidov,Team Novo Nordisk,1996-10-06,Uzbekistan,1.7,0.0,ulugbek-saidov
2252,Enzo Bernard,Team Total Direct Energie,1997-10-19,France,0.0,0.0,enzo-bernard
2253,Valentin Ferron,Team Total Direct Energie,1998-02-08,France,0.0,0.0,valentin-ferron
2254,Alan Boileau,Vital Concept - B&B Hotels,1999-06-25,France,0.0,0.0,alan-boileau
2255,Raúl Alarcón,W52 / FC Porto ,1986-03-25,Spain,1.89,72.0,raul-alarcon
2256,Samuel José Caldeira,W52 / FC Porto ,1985-11-30,Portugal,1.8,76.0,samuel-caldeira
2257,Francisco Campos,W52 / FC Porto ,1997-10-10,Portugal,1.69,60.0,francisco-campos
2258,Antonio Carvalho,W52 / FC Porto ,1989-10-25,Portugal,1.76,62.0,antonio-carvalho
2259,José Ferreira,W52 / FC Porto ,1994-08-09,Portugal,1.8,64.0,jose-ferreira
2260,César Fonte,W52 / FC Porto ,1986-12-10,Portugal,1.7,60.0,cesar-fonte
2261,Jorge Magalhães,W52 / FC Porto ,1997-02-10,Portugal,1.74,63.0,jorge-magalhaes
2262,Daniel Mestre,W52 / FC Porto ,1986-04-01,Portugal,1.75,65.0,daniel-mestre
2263,Edgar Pinto,W52 / FC Porto ,1985-08-27,Portugal,1.75,58.0,edgar-pinto
2264,João Rodrigues,W52 / FC Porto ,1994-11-15,Portugal,1.75,60.0,joao-rodrigues
2265,Ángel Sánchez,W52 / FC Porto ,1993-04-12,Spain,1.78,73.0,angel-sanchez-rebollido
2266,Rui Vinhas,W52 / FC Porto ,1986-12-06,Portugal,1.71,59.0,rui-vinhas
2267,Jonas Castrique,Wallonie-Bruxelles Development Team,1997-01-13,Belgium,1.87,81.0,jonas-castrique
2268,Laurens Huys,Wallonie-Bruxelles,1998-09-24,Belgium,0.0,0.0,laurens-huys
2269,Aksel Nõmmela,Wallonie-Bruxelles,1994-10-22,Estonia,1.76,69.0,aksel-nommela
2270,Mathijs Paasschens,Wallonie-Bruxelles,1996-03-18,Netherlands,1.88,81.0,mathijs-paasschens
2271,Tom Paquot,Wallonie-Bruxelles Development Team,1999-09-22,Belgium,1.84,71.0,tom-paquot
2272,Luc Wirtgen,Wallonie-Bruxelles Development Team,1998-07-07,Luxembourg,1.79,63.0,luc-wirtgen
2273,Cédric Beullens,Wanty - Gobert Cycling Team,1997-01-27,Belgium,0.0,0.0,cedric-beullens
2274,Theo Delacroix,Wanty - Gobert Cycling Team,1999-02-21,France,0.0,0.0,theo-delacroix
